case_sample_id,source,case_id,geo_id,pressure_level_id,H_m,lambda,M_m,q_top_MPa,alpha_E_roof,alpha_c_roof,phi_roof_deg,alpha_t_roof,support_pressure_MPa,P_s,dat_file,max_settlement_m,max_heave_m,peak_abutment_stress_MPa,support_pressure_MPa_from_summary,q_top_MPa_from_summary,summary_file,status,qc_flag,meets_control,design_note
stage5_boundary_s5b_g002_p05,stage5_boundary,s5b_g002_p05,g002,p05,1144.1,0.822449,4.608,25.4183,1.21321,0.707998,28.0181,0.845484,1.7,6.8e+08,s5b_g002_p05.dat,63.25234,4.553816,65.67972,1.7,25.4183,summary_s5b_g002_p05.tab,done,settlement_gt_2m;heave_gt_2m,0,targeted_boundary_high_risk
stage5_boundary_s5b_g002_p06,stage5_boundary,s5b_g002_p06,g002,p06,1144.1,0.822449,4.608,25.4183,1.21321,0.707998,28.0181,0.845484,2,8e+08,s5b_g002_p06.dat,56.83463,4.090355,65.21087,2,25.4183,summary_s5b_g002_p06.tab,done,settlement_gt_2m;heave_gt_2m,0,targeted_boundary_high_risk
stage5_boundary_s5b_g002_p07,stage5_boundary,s5b_g002_p07,g002,p07,1144.1,0.822449,4.608,25.4183,1.21321,0.707998,28.0181,0.845484,2.3,9.2e+08,s5b_g002_p07.dat,51.70248,3.73628,65.65804,2.3,25.4183,summary_s5b_g002_p07.tab,done,settlement_gt_2m;heave_gt_2m,0,targeted_boundary_high_risk
stage5_boundary_s5b_g002_p08,stage5_boundary,s5b_g002_p08,g002,p08,1144.1,0.822449,4.608,25.4183,1.21321,0.707998,28.0181,0.845484,2.6,1.04e+09,s5b_g002_p08.dat,46.8616,3.26718,65.53239,2.6,25.4183,summary_s5b_g002_p08.tab,done,settlement_gt_2m;heave_gt_2m,0,targeted_boundary_high_risk
stage5_boundary_s5b_g003_p01,stage5_boundary,s5b_g003_p01,g003,p01,1170.95,0.853216,5.7578,26.0628,0.840543,0.767229,25.8236,0.936332,0.5,2e+08,s5b_g003_p01.dat,202.9106,18.59975,66.46533,0.5,26.0628,summary_s5b_g003_p01.tab,done,settlement_gt_2m;heave_gt_2m,0,targeted_boundary_high_risk
stage5_boundary_s5b_g003_p02,stage5_boundary,s5b_g003_p02,g003,p02,1170.95,0.853216,5.7578,26.0628,0.840543,0.767229,25.8236,0.936332,0.8,3.2e+08,s5b_g003_p02.dat,167.1475,14.38708,64.07152,0.8,26.0628,summary_s5b_g003_p02.tab,done,settlement_gt_2m;heave_gt_2m,0,targeted_boundary_high_risk
stage5_boundary_s5b_g003_p03,stage5_boundary,s5b_g003_p03,g003,p03,1170.95,0.853216,5.7578,26.0628,0.840543,0.767229,25.8236,0.936332,1.1,4.4e+08,s5b_g003_p03.dat,122.1963,9.756064,63.8803,1.1,26.0628,summary_s5b_g003_p03.tab,done,settlement_gt_2m;heave_gt_2m,0,targeted_boundary_high_risk
stage5_boundary_s5b_g003_p04,stage5_boundary,s5b_g003_p04,g003,p04,1170.95,0.853216,5.7578,26.0628,0.840543,0.767229,25.8236,0.936332,1.4,5.6e+08,s5b_g003_p04.dat,78.28042,6.519094,62.32864,1.4,26.0628,summary_s5b_g003_p04.tab,done,settlement_gt_2m;heave_gt_2m,0,targeted_boundary_high_risk
stage5_boundary_s5b_g003_p05,stage5_boundary,s5b_g003_p05,g003,p05,1170.95,0.853216,5.7578,26.0628,0.840543,0.767229,25.8236,0.936332,1.7,6.8e+08,s5b_g003_p05.dat,67.02598,5.836919,65.03304,1.7,26.0628,summary_s5b_g003_p05.tab,done,settlement_gt_2m;heave_gt_2m,0,targeted_boundary_high_risk
stage5_boundary_s5b_g003_p06,stage5_boundary,s5b_g003_p06,g003,p06,1170.95,0.853216,5.7578,26.0628,0.840543,0.767229,25.8236,0.936332,2,8e+08,s5b_g003_p06.dat,63.16658,5.117913,63.22135,2,26.0628,summary_s5b_g003_p06.tab,done,settlement_gt_2m;heave_gt_2m,0,targeted_boundary_high_risk
stage5_boundary_s5b_g003_p07,stage5_boundary,s5b_g003_p07,g003,p07,1170.95,0.853216,5.7578,26.0628,0.840543,0.767229,25.8236,0.936332,2.3,9.2e+08,s5b_g003_p07.dat,56.37962,4.589995,64.70568,2.3,26.0628,summary_s5b_g003_p07.tab,done,settlement_gt_2m;heave_gt_2m,0,targeted_boundary_high_risk
stage5_boundary_s5b_g003_p08,stage5_boundary,s5b_g003_p08,g003,p08,1170.95,0.853216,5.7578,26.0628,0.840543,0.767229,25.8236,0.936332,2.6,1.04e+09,s5b_g003_p08.dat,48.61096,3.863963,63.37679,2.6,26.0628,summary_s5b_g003_p08.tab,done,settlement_gt_2m;heave_gt_2m,0,targeted_boundary_high_risk
stage5_boundary_s5b_g004_p01,stage5_boundary,s5b_g004_p01,g004,p01,1194.44,1.21635,5.98361,26.6266,0.773297,0.749579,26.579,0.819417,0.5,2e+08,s5b_g004_p01.dat,233.0516,23.09574,66.38795,0.5,26.6266,summary_s5b_g004_p01.tab,done,settlement_gt_2m;heave_gt_2m,0,targeted_boundary_high_risk
stage5_boundary_s5b_g004_p02,stage5_boundary,s5b_g004_p02,g004,p02,1194.44,1.21635,5.98361,26.6266,0.773297,0.749579,26.579,0.819417,0.8,3.2e+08,s5b_g004_p02.dat,177.8757,16.00921,65.1805,0.8,26.6266,summary_s5b_g004_p02.tab,done,settlement_gt_2m;heave_gt_2m,0,targeted_boundary_high_risk
stage5_boundary_s5b_g004_p03,stage5_boundary,s5b_g004_p03,g004,p03,1194.44,1.21635,5.98361,26.6266,0.773297,0.749579,26.579,0.819417,1.1,4.4e+08,s5b_g004_p03.dat,126.8557,10.76783,65.3301,1.1,26.6266,summary_s5b_g004_p03.tab,done,settlement_gt_2m;heave_gt_2m,0,targeted_boundary_high_risk
stage5_boundary_s5b_g004_p04,stage5_boundary,s5b_g004_p04,g004,p04,1194.44,1.21635,5.98361,26.6266,0.773297,0.749579,26.579,0.819417,1.4,5.6e+08,s5b_g004_p04.dat,75.21156,13.21558,74.28485,1.4,26.6266,summary_s5b_g004_p04.tab,done,settlement_gt_2m;heave_gt_2m,0,targeted_boundary_high_risk
stage5_boundary_s5b_g004_p05,stage5_boundary,s5b_g004_p05,g004,p05,1194.44,1.21635,5.98361,26.6266,0.773297,0.749579,26.579,0.819417,1.7,6.8e+08,s5b_g004_p05.dat,63.02059,11.48858,74.47167,1.7,26.6266,summary_s5b_g004_p05.tab,done,settlement_gt_2m;heave_gt_2m,0,targeted_boundary_high_risk
stage5_boundary_s5b_g004_p06,stage5_boundary,s5b_g004_p06,g004,p06,1194.44,1.21635,5.98361,26.6266,0.773297,0.749579,26.579,0.819417,2,8e+08,s5b_g004_p06.dat,51.21075,9.63332,74.66985,2,26.6266,summary_s5b_g004_p06.tab,done,settlement_gt_2m;heave_gt_2m,0,targeted_boundary_high_risk
stage5_boundary_s5b_g004_p07,stage5_boundary,s5b_g004_p07,g004,p07,1194.44,1.21635,5.98361,26.6266,0.773297,0.749579,26.579,0.819417,2.3,9.2e+08,s5b_g004_p07.dat,39.94772,7.826753,72.75021,2.3,26.6266,summary_s5b_g004_p07.tab,done,settlement_gt_2m;heave_gt_2m,0,targeted_boundary_high_risk
stage5_boundary_s5b_g004_p08,stage5_boundary,s5b_g004_p08,g004,p08,1194.44,1.21635,5.98361,26.6266,0.773297,0.749579,26.579,0.819417,2.6,1.04e+09,s5b_g004_p08.dat,26.66429,5.564336,72.31176,2.6,26.6266,summary_s5b_g004_p08.tab,done,settlement_gt_2m;heave_gt_2m,0,targeted_boundary_high_risk
stage5_boundary_s5b_g005_p01,stage5_boundary,s5b_g005_p01,g005,p01,1180.14,1.04262,4.96858,26.2832,0.692636,0.636695,28.5474,0.976282,0.5,2e+08,s5b_g005_p01.dat,257.153,26.85101,75.32449,0.5,26.2832,summary_s5b_g005_p01.tab,done,settlement_gt_2m;heave_gt_2m,0,targeted_boundary_high_risk
stage5_boundary_s5b_g005_p02,stage5_boundary,s5b_g005_p02,g005,p02,1180.14,1.04262,4.96858,26.2832,0.692636,0.636695,28.5474,0.976282,0.8,3.2e+08,s5b_g005_p02.dat,188.4409,16.95713,66.9611,0.8,26.2832,summary_s5b_g005_p02.tab,done,settlement_gt_2m;heave_gt_2m,0,targeted_boundary_high_risk
stage5_boundary_s5b_g005_p03,stage5_boundary,s5b_g005_p03,g005,p03,1180.14,1.04262,4.96858,26.2832,0.692636,0.636695,28.5474,0.976282,1.1,4.4e+08,s5b_g005_p03.dat,130.5234,10.94635,67.32976,1.1,26.2832,summary_s5b_g005_p03.tab,done,settlement_gt_2m;heave_gt_2m,0,targeted_boundary_high_risk
stage5_boundary_s5b_g005_p04,stage5_boundary,s5b_g005_p04,g005,p04,1180.14,1.04262,4.96858,26.2832,0.692636,0.636695,28.5474,0.976282,1.4,5.6e+08,s5b_g005_p04.dat,76.40858,13.0435,71.14989,1.4,26.2832,summary_s5b_g005_p04.tab,done,settlement_gt_2m;heave_gt_2m,0,targeted_boundary_high_risk
stage5_boundary_s5b_g005_p05,stage5_boundary,s5b_g005_p05,g005,p05,1180.14,1.04262,4.96858,26.2832,0.692636,0.636695,28.5474,0.976282,1.7,6.8e+08,s5b_g005_p05.dat,63.07842,11.23365,72.97849,1.7,26.2832,summary_s5b_g005_p05.tab,done,settlement_gt_2m;heave_gt_2m,0,targeted_boundary_high_risk
stage5_boundary_s5b_g005_p06,stage5_boundary,s5b_g005_p06,g005,p06,1180.14,1.04262,4.96858,26.2832,0.692636,0.636695,28.5474,0.976282,2,8e+08,s5b_g005_p06.dat,51.31623,9.465441,72.64235,2,26.2832,summary_s5b_g005_p06.tab,done,settlement_gt_2m;heave_gt_2m,0,targeted_boundary_high_risk
stage5_boundary_s5b_g005_p07,stage5_boundary,s5b_g005_p07,g005,p07,1180.14,1.04262,4.96858,26.2832,0.692636,0.636695,28.5474,0.976282,2.3,9.2e+08,s5b_g005_p07.dat,40.79344,7.819243,69.42911,2.3,26.2832,summary_s5b_g005_p07.tab,done,settlement_gt_2m;heave_gt_2m,0,targeted_boundary_high_risk
stage5_boundary_s5b_g005_p08,stage5_boundary,s5b_g005_p08,g005,p08,1180.14,1.04262,4.96858,26.2832,0.692636,0.636695,28.5474,0.976282,2.6,1.04e+09,s5b_g005_p08.dat,29.84722,5.990662,68.73087,2.6,26.2832,summary_s5b_g005_p08.tab,done,settlement_gt_2m;heave_gt_2m,0,targeted_boundary_high_risk
stage5_boundary_s5b_g006_p01,stage5_boundary,s5b_g006_p01,g006,p01,1188.84,1.34399,5.15549,26.4921,1.13732,0.822998,25.3968,0.605499,0.5,2e+08,s5b_g006_p01.dat,168.6681,15.89267,68.69757,0.5,26.4921,summary_s5b_g006_p01.tab,done,settlement_gt_2m;heave_gt_2m,0,targeted_boundary_high_risk
stage5_boundary_s5b_g006_p02,stage5_boundary,s5b_g006_p02,g006,p02,1188.84,1.34399,5.15549,26.4921,1.13732,0.822998,25.3968,0.605499,0.8,3.2e+08,s5b_g006_p02.dat,130.6121,11.79455,66.01628,0.8,26.4921,summary_s5b_g006_p02.tab,done,settlement_gt_2m;heave_gt_2m,0,targeted_boundary_high_risk
stage5_boundary_s5b_g006_p03,stage5_boundary,s5b_g006_p03,g006,p03,1188.84,1.34399,5.15549,26.4921,1.13732,0.822998,25.3968,0.605499,1.1,4.4e+08,s5b_g006_p03.dat,74.85309,13.2704,70.23227,1.1,26.4921,summary_s5b_g006_p03.tab,done,settlement_gt_2m;heave_gt_2m,0,targeted_boundary_high_risk
stage5_boundary_s5b_g006_p04,stage5_boundary,s5b_g006_p04,g006,p04,1188.84,1.34399,5.15549,26.4921,1.13732,0.822998,25.3968,0.605499,1.4,5.6e+08,s5b_g006_p04.dat,65.66215,11.92985,68.97132,1.4,26.4921,summary_s5b_g006_p04.tab,done,settlement_gt_2m;heave_gt_2m,0,targeted_boundary_high_risk
stage5_boundary_s5b_g006_p05,stage5_boundary,s5b_g006_p05,g006,p05,1188.84,1.34399,5.15549,26.4921,1.13732,0.822998,25.3968,0.605499,1.7,6.8e+08,s5b_g006_p05.dat,57.25429,10.60086,68.42686,1.7,26.4921,summary_s5b_g006_p05.tab,done,settlement_gt_2m;heave_gt_2m,0,targeted_boundary_high_risk
stage5_boundary_s5b_g006_p06,stage5_boundary,s5b_g006_p06,g006,p06,1188.84,1.34399,5.15549,26.4921,1.13732,0.822998,25.3968,0.605499,2,8e+08,s5b_g006_p06.dat,49.87586,9.413566,67.89022,2,26.4921,summary_s5b_g006_p06.tab,done,settlement_gt_2m;heave_gt_2m,0,targeted_boundary_high_risk
stage5_boundary_s5b_g006_p07,stage5_boundary,s5b_g006_p07,g006,p07,1188.84,1.34399,5.15549,26.4921,1.13732,0.822998,25.3968,0.605499,2.3,9.2e+08,s5b_g006_p07.dat,42.37591,8.182222,69.53093,2.3,26.4921,summary_s5b_g006_p07.tab,done,settlement_gt_2m;heave_gt_2m,0,targeted_boundary_high_risk
stage5_boundary_s5b_g006_p08,stage5_boundary,s5b_g006_p08,g006,p08,1188.84,1.34399,5.15549,26.4921,1.13732,0.822998,25.3968,0.605499,2.6,1.04e+09,s5b_g006_p08.dat,34.76599,6.924259,70.11891,2.6,26.4921,summary_s5b_g006_p08.tab,done,settlement_gt_2m;heave_gt_2m,0,targeted_boundary_high_risk
stage5_boundary_s5b_g007_p01,stage5_boundary,s5b_g007_p01,g007,p01,1088.23,1.06696,5.58592,24.0775,0.715047,0.854715,30.6944,0.758644,0.5,2e+08,s5b_g007_p01.dat,60.79742,3.025849,66.65447,0.5,24.0775,summary_s5b_g007_p01.tab,done,settlement_gt_2m;heave_gt_2m,0,targeted_boundary_high_risk
stage5_boundary_s5b_g007_p02,stage5_boundary,s5b_g007_p02,g007,p02,1088.23,1.06696,5.58592,24.0775,0.715047,0.854715,30.6944,0.758644,0.8,3.2e+08,s5b_g007_p02.dat,57.08651,2.619545,64.94745,0.8,24.0775,summary_s5b_g007_p02.tab,done,settlement_gt_2m;heave_gt_2m,0,targeted_boundary_high_risk
stage5_boundary_s5b_g007_p03,stage5_boundary,s5b_g007_p03,g007,p03,1088.23,1.06696,5.58592,24.0775,0.715047,0.854715,30.6944,0.758644,1.1,4.4e+08,s5b_g007_p03.dat,52.5626,2.301397,66.28763,1.1,24.0775,summary_s5b_g007_p03.tab,done,settlement_gt_2m;heave_gt_2m,0,targeted_boundary_high_risk
stage5_boundary_s5b_g007_p04,stage5_boundary,s5b_g007_p04,g007,p04,1088.23,1.06696,5.58592,24.0775,0.715047,0.854715,30.6944,0.758644,1.4,5.6e+08,s5b_g007_p04.dat,45.76919,2.008317,63.75248,1.4,24.0775,summary_s5b_g007_p04.tab,done,settlement_gt_2m;heave_gt_2m,0,targeted_boundary_high_risk
stage5_boundary_s5b_g007_p05,stage5_boundary,s5b_g007_p05,g007,p05,1088.23,1.06696,5.58592,24.0775,0.715047,0.854715,30.6944,0.758644,1.7,6.8e+08,s5b_g007_p05.dat,4.279784,0.3827554,63.4069,1.7,24.0775,summary_s5b_g007_p05.tab,done,settlement_gt_2m,0,targeted_boundary_high_risk
stage5_boundary_s5b_g007_p06,stage5_boundary,s5b_g007_p06,g007,p06,1088.23,1.06696,5.58592,24.0775,0.715047,0.854715,30.6944,0.758644,2,8e+08,s5b_g007_p06.dat,1.234186,0.2300888,67.65859,2,24.0775,summary_s5b_g007_p06.tab,done,ok,1,targeted_boundary_high_risk
stage5_boundary_s5b_g007_p07,stage5_boundary,s5b_g007_p07,g007,p07,1088.23,1.06696,5.58592,24.0775,0.715047,0.854715,30.6944,0.758644,2.3,9.2e+08,s5b_g007_p07.dat,1.076085,0.2270675,67.92491,2.3,24.0775,summary_s5b_g007_p07.tab,done,ok,1,targeted_boundary_high_risk
stage5_boundary_s5b_g007_p08,stage5_boundary,s5b_g007_p08,g007,p08,1088.23,1.06696,5.58592,24.0775,0.715047,0.854715,30.6944,0.758644,2.6,1.04e+09,s5b_g007_p08.dat,0.9902025,0.2227152,68.17699,2.6,24.0775,summary_s5b_g007_p08.tab,done,ok,1,targeted_boundary_high_risk
stage5_boundary_s5b_g008_p01,stage5_boundary,s5b_g008_p01,g008,p01,1064.51,1.01993,5.39707,23.5081,1.15703,0.713533,29.3537,1.08536,0.5,2e+08,s5b_g008_p01.dat,66.97998,4.979618,63.62448,0.5,23.5081,summary_s5b_g008_p01.tab,done,settlement_gt_2m;heave_gt_2m,0,targeted_boundary_high_risk
stage5_boundary_s5b_g008_p02,stage5_boundary,s5b_g008_p02,g008,p02,1064.51,1.01993,5.39707,23.5081,1.15703,0.713533,29.3537,1.08536,0.8,3.2e+08,s5b_g008_p02.dat,54.85823,4.325046,60.95691,0.8,23.5081,summary_s5b_g008_p02.tab,done,settlement_gt_2m;heave_gt_2m,0,targeted_boundary_high_risk
stage5_boundary_s5b_g008_p03,stage5_boundary,s5b_g008_p03,g008,p03,1064.51,1.01993,5.39707,23.5081,1.15703,0.713533,29.3537,1.08536,1.1,4.4e+08,s5b_g008_p03.dat,47.46409,3.679002,65.78429,1.1,23.5081,summary_s5b_g008_p03.tab,done,settlement_gt_2m;heave_gt_2m,0,targeted_boundary_high_risk
stage5_boundary_s5b_g008_p04,stage5_boundary,s5b_g008_p04,g008,p04,1064.51,1.01993,5.39707,23.5081,1.15703,0.713533,29.3537,1.08536,1.4,5.6e+08,s5b_g008_p04.dat,39.77071,3.175699,61.64137,1.4,23.5081,summary_s5b_g008_p04.tab,done,settlement_gt_2m;heave_gt_2m,0,targeted_boundary_high_risk
stage5_boundary_s5b_g008_p05,stage5_boundary,s5b_g008_p05,g008,p05,1064.51,1.01993,5.39707,23.5081,1.15703,0.713533,29.3537,1.08536,1.7,6.8e+08,s5b_g008_p05.dat,33.90084,2.454337,62.99027,1.7,23.5081,summary_s5b_g008_p05.tab,done,settlement_gt_2m;heave_gt_2m,0,targeted_boundary_high_risk
stage5_boundary_s5b_g008_p06,stage5_boundary,s5b_g008_p06,g008,p06,1064.51,1.01993,5.39707,23.5081,1.15703,0.713533,29.3537,1.08536,2,8e+08,s5b_g008_p06.dat,22.58169,1.789444,62.53047,2,23.5081,summary_s5b_g008_p06.tab,done,settlement_gt_2m,0,targeted_boundary_high_risk
stage5_boundary_s5b_g008_p07,stage5_boundary,s5b_g008_p07,g008,p07,1064.51,1.01993,5.39707,23.5081,1.15703,0.713533,29.3537,1.08536,2.3,9.2e+08,s5b_g008_p07.dat,1.857864,0.35965,64.21867,2.3,23.5081,summary_s5b_g008_p07.tab,done,ok,1,targeted_boundary_high_risk
stage5_boundary_s5b_g008_p08,stage5_boundary,s5b_g008_p08,g008,p08,1064.51,1.01993,5.39707,23.5081,1.15703,0.713533,29.3537,1.08536,2.6,1.04e+09,s5b_g008_p08.dat,1.29436,0.2605462,64.7584,2.6,23.5081,summary_s5b_g008_p08.tab,done,ok,1,targeted_boundary_high_risk
stage5_boundary_s5b_g009_p01,stage5_boundary,s5b_g009_p01,g009,p01,1041.09,0.996084,4.77767,22.9462,1.01724,0.6724,27.5226,0.54396,0.5,2e+08,s5b_g009_p01.dat,91.71955,5.967177,65.88717,0.5,22.9462,summary_s5b_g009_p01.tab,done,settlement_gt_2m;heave_gt_2m,0,targeted_boundary_high_risk
stage5_boundary_s5b_g009_p02,stage5_boundary,s5b_g009_p02,g009,p02,1041.09,0.996084,4.77767,22.9462,1.01724,0.6724,27.5226,0.54396,0.8,3.2e+08,s5b_g009_p02.dat,54.32665,8.401239,70.20712,0.8,22.9462,summary_s5b_g009_p02.tab,done,settlement_gt_2m;heave_gt_2m,0,targeted_boundary_high_risk
stage5_boundary_s5b_g009_p03,stage5_boundary,s5b_g009_p03,g009,p03,1041.09,0.996084,4.77767,22.9462,1.01724,0.6724,27.5226,0.54396,1.1,4.4e+08,s5b_g009_p03.dat,41.20126,6.83822,70.92396,1.1,22.9462,summary_s5b_g009_p03.tab,done,settlement_gt_2m;heave_gt_2m,0,targeted_boundary_high_risk
stage5_boundary_s5b_g009_p04,stage5_boundary,s5b_g009_p04,g009,p04,1041.09,0.996084,4.77767,22.9462,1.01724,0.6724,27.5226,0.54396,1.4,5.6e+08,s5b_g009_p04.dat,29.75178,5.292306,70.88867,1.4,22.9462,summary_s5b_g009_p04.tab,done,settlement_gt_2m;heave_gt_2m,0,targeted_boundary_high_risk
stage5_boundary_s5b_g009_p05,stage5_boundary,s5b_g009_p05,g009,p05,1041.09,0.996084,4.77767,22.9462,1.01724,0.6724,27.5226,0.54396,1.7,6.8e+08,s5b_g009_p05.dat,30.03779,2.54236,60.96783,1.7,22.9462,summary_s5b_g009_p05.tab,done,settlement_gt_2m;heave_gt_2m,0,targeted_boundary_high_risk
stage5_boundary_s5b_g009_p06,stage5_boundary,s5b_g009_p06,g009,p06,1041.09,0.996084,4.77767,22.9462,1.01724,0.6724,27.5226,0.54396,2,8e+08,s5b_g009_p06.dat,25.62771,1.961146,61.86005,2,22.9462,summary_s5b_g009_p06.tab,done,settlement_gt_2m,0,targeted_boundary_high_risk
stage5_boundary_s5b_g009_p07,stage5_boundary,s5b_g009_p07,g009,p07,1041.09,0.996084,4.77767,22.9462,1.01724,0.6724,27.5226,0.54396,2.3,9.2e+08,s5b_g009_p07.dat,1.640326,0.3013895,65.90692,2.3,22.9462,summary_s5b_g009_p07.tab,done,ok,1,targeted_boundary_high_risk
stage5_boundary_s5b_g009_p08,stage5_boundary,s5b_g009_p08,g009,p08,1041.09,0.996084,4.77767,22.9462,1.01724,0.6724,27.5226,0.54396,2.6,1.04e+09,s5b_g009_p08.dat,1.227607,0.2528415,65.22923,2.6,22.9462,summary_s5b_g009_p08.tab,done,ok,1,targeted_boundary_high_risk
stage5_boundary_s5b_g010_p01,stage5_boundary,s5b_g010_p01,g010,p01,1077.96,0.967619,5.50791,23.831,1.09432,0.872214,29.4971,0.822088,0.5,2e+08,s5b_g010_p01.dat,62.8502,2.840844,64.39894,0.5,23.831,summary_s5b_g010_p01.tab,done,settlement_gt_2m;heave_gt_2m,0,targeted_boundary_high_risk
stage5_boundary_s5b_g010_p02,stage5_boundary,s5b_g010_p02,g010,p02,1077.96,0.967619,5.50791,23.831,1.09432,0.872214,29.4971,0.822088,0.8,3.2e+08,s5b_g010_p02.dat,59.02893,2.601424,62.91743,0.8,23.831,summary_s5b_g010_p02.tab,done,settlement_gt_2m;heave_gt_2m,0,targeted_boundary_high_risk
stage5_boundary_s5b_g010_p03,stage5_boundary,s5b_g010_p03,g010,p03,1077.96,0.967619,5.50791,23.831,1.09432,0.872214,29.4971,0.822088,1.1,4.4e+08,s5b_g010_p03.dat,51.33155,2.29555,65.79697,1.1,23.831,summary_s5b_g010_p03.tab,done,settlement_gt_2m;heave_gt_2m,0,targeted_boundary_high_risk
stage5_boundary_s5b_g010_p04,stage5_boundary,s5b_g010_p04,g010,p04,1077.96,0.967619,5.50791,23.831,1.09432,0.872214,29.4971,0.822088,1.4,5.6e+08,s5b_g010_p04.dat,44.71425,1.997983,65.58389,1.4,23.831,summary_s5b_g010_p04.tab,done,settlement_gt_2m,0,targeted_boundary_high_risk
stage5_boundary_s5b_g010_p05,stage5_boundary,s5b_g010_p05,g010,p05,1077.96,0.967619,5.50791,23.831,1.09432,0.872214,29.4971,0.822088,1.7,6.8e+08,s5b_g010_p05.dat,39.63758,1.75489,62.98168,1.7,23.831,summary_s5b_g010_p05.tab,done,settlement_gt_2m,0,targeted_boundary_high_risk
stage5_boundary_s5b_g010_p06,stage5_boundary,s5b_g010_p06,g010,p06,1077.96,0.967619,5.50791,23.831,1.09432,0.872214,29.4971,0.822088,2,8e+08,s5b_g010_p06.dat,21.16579,1.012948,62.53818,2,23.831,summary_s5b_g010_p06.tab,done,settlement_gt_2m,0,targeted_boundary_high_risk
stage5_boundary_s5b_g010_p07,stage5_boundary,s5b_g010_p07,g010,p07,1077.96,0.967619,5.50791,23.831,1.09432,0.872214,29.4971,0.822088,2.3,9.2e+08,s5b_g010_p07.dat,1.115894,0.2221444,66.25332,2.3,23.831,summary_s5b_g010_p07.tab,done,ok,1,targeted_boundary_high_risk
stage5_boundary_s5b_g010_p08,stage5_boundary,s5b_g010_p08,g010,p08,1077.96,0.967619,5.50791,23.831,1.09432,0.872214,29.4971,0.822088,2.6,1.04e+09,s5b_g010_p08.dat,0.9839806,0.2149853,66.77806,2.6,23.831,summary_s5b_g010_p08.tab,done,ok,1,targeted_boundary_high_risk
stage5_boundary_s5b_g011_p01,stage5_boundary,s5b_g011_p01,g011,p01,1124.82,1.31472,5.65178,24.9558,0.90309,0.787139,29.7758,0.727425,0.5,2e+08,s5b_g011_p01.dat,67.57277,9.16862,77.87467,0.5,24.9558,summary_s5b_g011_p01.tab,done,settlement_gt_2m;heave_gt_2m,0,targeted_boundary_high_risk
stage5_boundary_s5b_g011_p02,stage5_boundary,s5b_g011_p02,g011,p02,1124.82,1.31472,5.65178,24.9558,0.90309,0.787139,29.7758,0.727425,0.8,3.2e+08,s5b_g011_p02.dat,53.39482,7.756871,78.29729,0.8,24.9558,summary_s5b_g011_p02.tab,done,settlement_gt_2m;heave_gt_2m,0,targeted_boundary_high_risk
stage5_boundary_s5b_g011_p03,stage5_boundary,s5b_g011_p03,g011,p03,1124.82,1.31472,5.65178,24.9558,0.90309,0.787139,29.7758,0.727425,1.1,4.4e+08,s5b_g011_p03.dat,38.38584,6.083671,78.86379,1.1,24.9558,summary_s5b_g011_p03.tab,done,settlement_gt_2m;heave_gt_2m,0,targeted_boundary_high_risk
stage5_boundary_s5b_g011_p04,stage5_boundary,s5b_g011_p04,g011,p04,1124.82,1.31472,5.65178,24.9558,0.90309,0.787139,29.7758,0.727425,1.4,5.6e+08,s5b_g011_p04.dat,25.25484,4.4241,76.38568,1.4,24.9558,summary_s5b_g011_p04.tab,done,settlement_gt_2m;heave_gt_2m,0,targeted_boundary_high_risk
stage5_boundary_s5b_g011_p05,stage5_boundary,s5b_g011_p05,g011,p05,1124.82,1.31472,5.65178,24.9558,0.90309,0.787139,29.7758,0.727425,1.7,6.8e+08,s5b_g011_p05.dat,10.60304,1.972433,71.16971,1.7,24.9558,summary_s5b_g011_p05.tab,done,settlement_gt_2m,0,targeted_boundary_high_risk
stage5_boundary_s5b_g011_p06,stage5_boundary,s5b_g011_p06,g011,p06,1124.82,1.31472,5.65178,24.9558,0.90309,0.787139,29.7758,0.727425,2,8e+08,s5b_g011_p06.dat,1.752755,0.3305126,69.19606,2,24.9558,summary_s5b_g011_p06.tab,done,ok,1,targeted_boundary_high_risk
stage5_boundary_s5b_g011_p07,stage5_boundary,s5b_g011_p07,g011,p07,1124.82,1.31472,5.65178,24.9558,0.90309,0.787139,29.7758,0.727425,2.3,9.2e+08,s5b_g011_p07.dat,1.414821,0.3170007,67.09977,2.3,24.9558,summary_s5b_g011_p07.tab,done,ok,1,targeted_boundary_high_risk
stage5_boundary_s5b_g011_p08,stage5_boundary,s5b_g011_p08,g011,p08,1124.82,1.31472,5.65178,24.9558,0.90309,0.787139,29.7758,0.727425,2.6,1.04e+09,s5b_g011_p08.dat,1.228619,0.3098301,66.96146,2.6,24.9558,summary_s5b_g011_p08.tab,done,ok,1,targeted_boundary_high_risk
stage5_boundary_s5b_g012_p01,stage5_boundary,s5b_g012_p01,g012,p01,1164.52,1.15143,5.41596,25.9085,1.04499,0.834317,27.2148,0.716242,0.5,2e+08,s5b_g012_p01.dat,113.1819,7.34751,65.13122,0.5,25.9085,summary_s5b_g012_p01.tab,done,settlement_gt_2m;heave_gt_2m,0,targeted_boundary_high_risk
